adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names
False,,"10751, 35",990627,tl,No Retreat...No Surrender...Si Kumander,The sequel to Manedyer si Kumander sees Susan Roces and Fernando Poe Jr reprising their roles as Benita and Gener.  This is the final screen collaboration of the Filipino filmdom's royal couple.,20.6775,/aO099uWyWMzStalL7MtOnZxPxp0.jpg,1987-09-17,No Retreat...No Surrender...Si Kumander,False,0.0,0,"Family, Comedy"
False,/eQsellX1IeGaIjv1w4JBzoOrvmf.jpg,"35, 18, 10752",354287,en,War Machine,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,21.7074,/bU2Q2rCH5VFrJNKSyx6wSmQZFsX.jpg,2017-05-26,War Machine,False,5.616,1216,"Comedy, Drama, War"
False,/96hiUXEuYsu4tcnvlaY8tEMFM0m.jpg,"53, 80, 35",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",27.6291,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,1994-09-10,Pulp Fiction,False,8.486,29811,"Thriller, Crime, Comedy"
False,/7QBBvE6tA1kUlo7AKeZZMygdSHp.jpg,27,8689,it,Cannibal Holocaust,A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,19.8273,/otxZzMh53TsN7yYFqSZ3rwH1yMd.jpg,1980-02-07,Cannibal Holocaust,False,6.271,1818,Horror
False,/tN3pTxkQoP96wtaEahYuRVdUWb2.jpg,"878, 53, 35",701387,en,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",24.2857,/rSdOua3wKMEaFWDcKAYWRjXQWOt.jpg,2025-10-23,Bugonia,False,7.35,1591,"Science Fiction, Thriller, Comedy"
False,,10402,540825,it,Royal Opera House: I Due Foscari,"In Giuseppe Verdi's little-known early tragedy, a despairing father is torn between love for his family and his duty to a corrupt city. Jacopo Foscari, son of a 15th-century Doge of Venice, is convicted of murder and treason on a trumped-up charge. His wife Lucrezia is sure of his innocence. But the Doge, trapped by the machinations of the city, is forced to make a terrible decision.",23.5364,/vdnLRwoQT11THS3RAUflWSh0INu.jpg,2015-04-30,Royal Opera House: I Due Foscari,False,0.0,0,Music
False,/wHmvmHwTTJlZDskWScifdt1mj2G.jpg,"18, 80, 9648",65532,fr,Les Inconnus dans la maison,"Loursat, a lawyer, lives with his daughter Nicole in a sinister and vast bourgeois residence. Abandoned for nearly twenty years by his wife, the brilliant lawyer has sunk into alcoholism and his relationship with his daughter is virtually non-existent. However, one day the corpse of a stranger is discovered in the residence of Loursat. Nicole, who frequents a gang of young people who escape boredom by stealing cars and other objects, is immediately suspected.",20.253,/6KmXdqNnAoAKOQgXaJtb6geaU7g.jpg,1942-05-16,Strangers in the House,False,6.975,20,"Drama, Crime, Mystery"
False,/rvtdN5XkWAfGX6xDuPL6yYS2seK.jpg,"80, 9648, 53",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",22.9465,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.657,11680,"Crime, Mystery, Thriller"
False,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,"10751, 14, 35, 12",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",22.6529,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,2025-03-31,A Minecraft Movie,False,6.274,2836,"Family, Fantasy, Comedy, Adventure"
False,,"18, 10749",245542,de,Die Magd von Heiligenblut,"The wealthy farm heir Toni loves the maid Maria, but is supposed to marry the wealthy neighbor's daughter Annerl. She only has eyes for a penniless woodcarver. Only when Toni's stubborn father dies does a future for the lovers begin.",19.9318,/dUlqygz9jJL0Rq4eGV5Dwfrelpd.jpg,1956-12-20,Die Magd von Heiligenblut,False,5.0,2,"Drama, Romance"
False,,35,128610,es,Duro y Parejo en La Casita del Pecado,"Inheriting the mansion of a forgotten aunt, José Luis, a simple apothecary leaves the countryside for the capital. When he arrives, he discovers that it is a brothel, inhabited by a bunch of beautiful girls.",19.9686,/2Dt48zWeVLkla410Crkp0IDgpok.jpg,1987-01-01,Duro y Parejo en La Casita del Pecado,False,3.833,6,Comedy
False,,,675982,es,Tres Romeos y una Julieta,,19.5046,,1961-01-01,Tres Romeos y una Julieta,False,5.0,2,
False,,80,647433,de,Zerbrochen - Ein Fall für Dr. Abel,"A woman dies in a Berlin nightclub after being overdosed with a drug. Abel's children, who have fun in Berlin's nightlife, are also caught by the murderer.",19.5609,/l4rN5Y9N1FNbjFl9gRkfS64Vuiz.jpg,2019-11-04,Zerbrochen - Ein Fall für Dr. Abel,False,3.167,3,Crime
False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"16, 28, 12, 878",324857,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",21.8631,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,Spider-Man: Into the Spider-Verse,False,8.394,16946,"Animation, Action, Adventure, Science Fiction"
